noise_mean,noise_std,noise_min,noise_25%,noise_50%,noise_75%,noise_max,noise_mad,max_magnitude_mean,max_magnitude_std,max_magnitude_min,max_magnitude_25%,max_magnitude_50%,max_magnitude_75%,max_magnitude_max,max_magnitude_mad,total_gain_db_mean,total_gain_db_std,total_gain_db_min,total_gain_db_25%,total_gain_db_50%,total_gain_db_75%,total_gain_db_max,total_gain_db_mad,base_pwr_db_mean,base_pwr_db_std,base_pwr_db_min,base_pwr_db_25%,base_pwr_db_50%,base_pwr_db_75%,base_pwr_db_max,base_pwr_db_mad,rssi_mean,rssi_std,rssi_min,rssi_25%,rssi_50%,rssi_75%,rssi_max,rssi_mad,relpwr_db_mean,relpwr_db_std,relpwr_db_min,relpwr_db_25%,relpwr_db_50%,relpwr_db_75%,relpwr_db_max,relpwr_db_mad,avgpwr_db_mean,avgpwr_db_std,avgpwr_db_min,avgpwr_db_25%,avgpwr_db_50%,avgpwr_db_75%,avgpwr_db_max,avgpwr_db_mad,bin_label,label
-105.0,0.0,-105.0,-105.0,-105.0,-105.0,-105.0,0.0,34.35,9.771897630732193,19.0,29.0,33.0,38.0,118.0,6.557666666666662,75.78833333333333,3.6196731821346284,51.0,75.0,75.0,79.0,81.0,2.7004999999999995,387.72833333333335,3.7018964443056506,382.0,385.0,388.0,389.0,412.0,2.6894111111111094,10.798333333333334,1.560466484197184,8.0,10.0,11.0,11.0,23.0,0.979172222222223,10.07,7.686366743974106,6.0,8.0,9.0,10.0,61.0,2.586933333333313,55.31666666666667,3.2574131028204434,35.0,54.0,55.0,58.0,61.0,2.518666666666659,0,2
-105.0,0.0,-105.0,-105.0,-105.0,-105.0,-105.0,0.0,35.99,8.256725896961985,21.0,31.0,35.0,40.0,115.0,5.7527666666666555,76.995,2.1391434948328794,57.0,75.0,77.0,78.0,81.0,1.5397999999999987,386.6166666666667,2.2438315866401783,382.0,385.0,386.0,389.0,406.0,1.6840555555555567,11.751666666666667,2.0281813910859956,8.0,11.0,12.0,12.0,34.0,1.0640611111111111,8.883333333333333,1.4211808989245538,2.0,8.0,9.0,10.0,15.0,1.0255555555555582,57.528333333333336,1.6684834282883994,51.0,56.0,58.0,59.0,67.0,1.364116666666668,0,2
-105.0,0.0,-105.0,-105.0,-105.0,-105.0,-105.0,0.0,37.291666666666664,12.716896751718881,22.0,31.0,36.0,41.0,212.0,6.575138888888884,76.91666666666667,2.15037106450973,56.0,76.0,77.0,78.0,81.0,1.2172222222222255,386.58166666666665,2.138758448662471,383.0,386.0,386.0,387.0,408.0,1.2606166666666676,12.115,1.915173137580917,9.0,11.0,12.0,13.0,30.0,0.9367500000000024,8.63,3.568986238595699,0.0,8.0,9.0,9.0,63.0,1.243566666666667,58.10166666666667,1.6286245481244233,53.0,57.0,58.0,59.0,69.0,1.1773111111111139,0,2
-105.0,0.0,-105.0,-105.0,-105.0,-105.0,-105.0,0.0,37.376666666666665,8.151003229355503,19.0,32.0,36.0,42.0,68.0,6.39857777777776,73.97166666666666,2.1989974697595454,64.0,71.0,75.0,75.0,79.0,1.8427166666666757,389.66833333333335,2.3687582361914408,384.0,388.0,389.0,393.0,400.0,2.0011444444444564,12.788333333333334,1.4295465111711336,10.0,12.0,13.0,13.0,24.0,0.9257277777777779,7.933333333333334,5.207759289456186,0.0,7.0,8.0,9.0,63.0,2.3142222222222117,56.24666666666667,2.269597764416103,51.0,54.0,57.0,58.0,62.0,1.9257777777777771,0,2
-105.0,0.0,-105.0,-105.0,-105.0,-105.0,-105.0,0.0,44.656666666666666,20.360739715405394,6.0,35.0,42.0,49.0,375.0,10.584966666666677,70.81,3.6823678598276763,50.0,71.0,71.0,72.0,77.0,2.070866666666682,392.7733333333333,3.6884454637132396,387.0,391.0,392.5,393.0,414.0,2.1266666666666665,16.463333333333335,9.39960512555799,10.0,14.0,16.0,18.0,237.0,2.481777777777779,13.763333333333334,15.260366537767043,0.0,7.0,11.0,12.0,63.0,8.779166666666658,56.35666666666667,3.0509511183837223,40.0,55.0,57.0,58.0,63.0,2.091300000000004,0,2
-105.0,0.0,-105.0,-105.0,-105.0,-105.0,-105.0,0.0,40.195,18.48024641373921,6.0,32.0,38.0,45.0,256.0,9.09716666666667,71.715,3.686428885775922,50.0,71.0,72.0,74.0,77.0,2.208116666666666,391.77,3.7076512506339103,386.0,390.0,391.0,393.0,413.0,2.1959999999999975,16.226666666666667,3.506534166189367,12.0,14.0,16.0,17.0,38.0,2.1269333333333393,8.331666666666667,2.920481565858001,0.0,6.0,8.0,10.0,27.0,2.1759222222222254,57.32333333333333,2.501176128464013,42.0,56.0,58.0,59.0,70.0,1.5978444444444457,0,2
-105.0,0.0,-105.0,-105.0,-105.0,-105.0,-105.0,0.0,38.115,9.406340436145596,6.0,32.0,36.0,42.0,117.0,6.530949999999981,72.47,2.749855057646387,51.0,71.0,73.0,74.0,77.0,1.680133333333332,390.99666666666667,2.7028684859440304,387.0,390.0,391.0,392.0,413.0,1.5167777777777778,15.125,1.735240646183389,12.0,14.0,15.0,16.0,36.0,1.06625,11.201666666666666,10.5892027988614,5.0,8.0,9.0,10.0,62.0,4.433166666666731,57.321666666666665,2.500390064172107,39.0,56.0,58.0,59.0,61.0,1.6547222222222222,0,2
-105.0,0.0,-105.0,-105.0,-105.0,-105.0,-105.0,0.0,35.61666666666667,6.023026673198919,20.0,31.0,35.0,39.0,61.0,4.7455,63.86333333333334,0.9761712996357804,60.0,63.0,64.0,65.0,67.0,0.7588888888888857,399.62666666666667,0.9568079001652259,397.0,399.0,400.0,400.0,403.0,0.7928000000000001,24.006666666666668,1.200982717625706,20.0,23.0,24.0,25.0,27.0,0.8922222222222204,8.526666666666667,1.0300763650098008,5.0,8.0,9.0,9.0,12.0,0.8578888888888884,58.013333333333335,1.0700766306896605,54.0,57.0,58.0,59.0,61.0,0.8108444444444417,0,2
-105.0,0.0,-105.0,-105.0,-105.0,-105.0,-105.0,0.0,36.05166666666667,6.596072886050127,23.0,32.0,35.0,40.0,72.0,5.141372222222226,63.90833333333333,1.0840768391635869,61.0,63.0,64.0,65.0,68.0,0.830972222222227,399.5733333333333,1.0954247949347458,396.0,399.0,400.0,400.0,402.0,0.9123111111111121,23.98,1.297075173873051,19.0,23.0,24.0,25.0,28.0,0.9923333333333316,8.38,1.0866929200579984,5.0,8.0,8.0,9.0,11.0,0.8938666666666661,58.04666666666667,1.2451530960528143,54.0,57.0,58.0,59.0,63.0,0.9467111111111122,0,2
-105.0,0.0,-105.0,-105.0,-105.0,-105.0,-105.0,0.0,36.083333333333336,6.64404202120376,22.0,31.0,35.0,40.0,66.0,5.117777777777786,63.55166666666667,1.0355922497465486,61.0,63.0,63.0,64.0,68.0,0.8463777777777781,399.96666666666664,1.0443690599805344,395.0,399.0,400.0,401.0,403.0,0.7415555555555674,24.336666666666666,1.3138490099413087,20.0,24.0,24.0,25.0,27.0,1.0612222222222214,8.43,1.0198857509094725,5.0,8.0,8.0,9.0,11.0,0.8462666666666668,58.09,1.1287264381980007,54.0,57.0,58.0,59.0,63.0,0.8697333333333395,0,2
